Id,Sales
1,4246.03027344
2,7176.13427734
3,8829.47558594
4,7351.87939453
5,7189.17822266
6,5547.08544922
7,7872.62939453
8,7820.42871094
9,4644.41455078
10,5666.39404297
11,6824.76513672
12,7755.95068359
13,6827.421875
14,6830.42431641
15,5717.19873047
16,4413.65087891
17,5421.33007812
18,9003.34960938
19,10707.1660156
20,9735.86816406
21,7719.68408203
22,4623.93945312
23,5724.75683594
24,2964.9543457
25,7698.55175781
26,10521.7753906
27,8553.32714844
28,5494.64111328
29,5016.59570312
30,4214.89306641
31,5748.02197266
32,10383.8779297
33,6442.29833984
34,5203.98486328
35,5222.13964844
36,7562.99853516
37,3427.08862305
38,7081.32421875
39,4153.34130859
40,6618.92382812
41,6486.94042969
42,5542.49462891
43,7343.09863281
44,6686.16455078
45,4650.08007812
46,6580.48730469
47,7272.77539062
48,11925.640625
49,5850.60839844
50,8064.66015625
51,6771.43359375
52,8480.90625
53,6293.87353516
54,8956.40625
55,4586.10986328
56,5139.00488281
57,6261.79638672
58,5829.91357422
59,8465.91503906
60,7517.19433594
61,5428.46044922
62,7200.97509766
63,5111.92529297
64,9901.31933594
65,3776.05566406
66,12368.9931641
67,4917.75
68,5596.38330078
69,7931.0234375
70,5092.00146484
71,5861.89746094
72,5997.68212891
73,7241.61962891
74,5538.72119141
75,5587.89648438
76,7108.21630859
77,7459.93212891
78,6994.98828125
79,5276.42578125
80,6960.57324219
81,10607.1083984
82,6354.50244141
83,4401.40332031
84,6960.04199219
85,5758.64599609
86,5648.81201172
87,6834.62109375
88,4003.76586914
89,7887.31542969
90,5985.49169922
91,6686.375
92,6948.67919922
93,3976.30078125
94,5285.65917969
95,4916.19726562
96,7828.01806641
97,8628.51367188
98,5029.49902344
99,4643.39599609
100,7091.50341797
101,5656.24707031
102,6010.79101562
103,6819.37744141
104,6376.46923828
105,7410.07177734
106,5593.57080078
107,4306.00146484
108,6299.21289062
109,7794.89306641
110,7663.24023438
111,8003.9921875
112,7620.67333984
113,5330.98632812
114,8565.06640625
115,5544.50927734
116,6875.15869141
117,8848.14941406
118,6201.41308594
119,9799.21679688
120,7626.41748047
121,7096.87597656
122,5876.83984375
123,6949.87255859
124,7799.22900391
125,6504.60449219
126,3530.10083008
127,5376.48632812
128,7276.65380859
129,5532.796875
130,4422.05371094
131,8257.46777344
132,6207.47900391
133,5387.10742188
134,5660.38671875
135,5278.484375
136,7316.68554688
137,6975.14111328
138,6719.24267578
139,5625.76074219
140,4677.11816406
141,6203.33544922
142,3651.60375977
143,6037.38330078
144,5008.21435547
145,8031.66015625
146,6787.80029297
147,6051.40478516
148,10459.2705078
149,4983.71972656
150,5116.26660156
151,10387.4833984
152,6645.25830078
153,7965.09179688
154,7331.11767578
155,5492.09472656
156,6136.62255859
157,5209.09521484
158,8076.12939453
159,11476.6826172
160,6177.64453125
161,3058.36547852
162,4697.52880859
163,8339.40234375
164,8304.86621094
165,5976.17626953
166,6669.24169922
167,4768.40283203
168,5303.60791016
169,3123.86328125
170,4891.7890625
171,5961.43066406
172,6822.27246094
173,6585.97509766
174,6162.24902344
175,7775.27539062
176,8866.65917969
177,7305.86230469
178,5061.44042969
179,8640.48046875
180,9961.80078125
181,6064.13964844
182,7549.19677734
183,5547.05371094
184,6390.83300781
185,4145.67431641
186,6853.27783203
187,5094.93603516
188,8758.51757812
189,6855.38330078
190,7882.48681641
191,7952.9609375
192,5703.94628906
193,8043.66552734
194,19078.25
195,10239.1328125
196,5881.21923828
197,2998.99755859
198,5958.53125
199,8607.28222656
200,5525.18701172
201,12100.1103516
202,18843.8339844
203,3970.37304688
204,5240.52734375
205,9593.16113281
206,4860.02734375
207,9068.61621094
208,6579.64648438
209,7574.05761719
210,5142.81542969
211,5868.13525391
212,6210.82519531
213,7295.30615234
214,8811.02734375
215,6369.01123047
216,5889.47705078
217,6623.15527344
218,4859.02148438
219,4543.00097656
220,7316.77636719
221,5443.74658203
222,5652.62841797
223,6995.92285156
224,6238.36767578
225,5687.77783203
226,7123.16113281
227,6912.19042969
228,7701.95947266
229,6625.47412109
230,7274.89111328
231,5800.00683594
232,3865.43408203
233,6244.60058594
234,6630.90478516
235,6158.3359375
236,4380.07666016
237,8165.60595703
238,7009.72900391
239,8752.97265625
240,6725.70605469
241,5383.19335938
242,5193.89306641
243,4469.21777344
244,9584.63769531
245,4738.63134766
246,7470.29931641
247,15059.921875
248,7365.46777344
249,7976.23681641
250,5321.54638672
251,4328.87890625
252,7169.85351562
253,4109.98046875
254,5790.04052734
255,10938.2519531
256,5455.91064453
257,16714.671875
258,13500.0126953
259,5056.78369141
260,7110.95605469
261,5339.19970703
262,6848.55371094
263,5396.18457031
264,11207.4990234
265,7377.82128906
266,9415.94238281
267,3992.53027344
268,7014.71191406
269,5066.09667969
270,7671.35791016
271,6523.37451172
272,6008.41796875
273,6451.24511719
274,6337.33056641
275,8015.61962891
276,9704.13476562
277,5818.4140625
278,8187.70800781
279,6530.82666016
280,9575.81152344
281,6071.84326172
282,5004.96240234
283,5522.3046875
284,9992.41308594
285,6028.76318359
286,7730.57421875
287,6519.30029297
288,8431.99707031
289,4374.36083984
290,7955.03955078
291,6789.14697266
292,3878.93847656
293,13699.6025391
294,17713.1289062
295,6607.55078125
296,6614.80908203
297,9181.45214844
298,10493.1728516
299,11220.5683594
300,5699.79101562
301,7372.26416016
302,5774.15136719
303,7974.45654297
304,3980.5246582
305,5941.50537109
306,5497.11572266
307,5404.63769531
308,7035.26220703
309,5265.32958984
310,4767.24804688
311,6775.13525391
312,3843.59350586
313,4512.95263672
314,6159.828125
315,6384.38720703
316,9063.55761719
317,7705.25878906
318,7064.07470703
319,6437.84472656
320,6201.87451172
321,11968.1191406
322,7468.3828125
323,5051.39892578
324,4703.86425781
325,7742.29931641
326,4760.16845703
327,6903.37451172
328,3583.81640625
329,5169.67919922
330,7626.97070312
331,5924.36962891
332,5031.49951172
333,8353.67675781
334,9764.43652344
335,11775.3769531
336,6203.89160156
337,8508.15332031
338,2866.40454102
339,5239.77294922
340,6293.83154297
341,4271.22460938
342,7670.21630859
343,5111.94433594
344,5119.66943359
345,8661.61132812
346,11041.8857422
347,9391.125
348,5206.42773438
349,5320.72949219
350,7954.66015625
351,6931.87841797
352,6128.79589844
353,4917.86230469
354,6612.12158203
355,9770.07226562
356,4334.01855469
357,6338.50927734
358,7701.01220703
359,8042.52246094
360,13434.3017578
361,5162.71630859
362,14131.2451172
363,6554.93457031
364,5178.94335938
365,3663.28491211
366,6004.51074219
367,6055.55029297
368,5945.54736328
369,7500.04199219
370,4839.60302734
371,4648.51464844
372,6901.26123047
373,3713.1809082
374,7324.40087891
375,6580.98925781
376,7316.47607422
377,8713.43164062
378,5544.83740234
379,8628.71972656
380,5848.43798828
381,5171.31152344
382,5379.95410156
383,5382.99804688
384,10206.5859375
385,6526.03222656
386,4769.27197266
387,6975.22119141
388,8343.36425781
389,6597.57568359
390,6074.62402344
391,8197.83496094
392,5603.79736328
393,5922.30175781
394,6120.39550781
395,8310.58691406
396,6602.52978516
397,6285.94238281
398,5288.25146484
399,5059.72705078
400,3818.43603516
401,5532.6015625
402,8176.53271484
403,8522.61035156
404,10026.4667969
405,11272.7861328
406,8177.10986328
407,5840.95117188
408,5175.62451172
409,10497.4375
410,10523.8828125
411,6888.53613281
412,8398.76660156
413,8188.34033203
414,5642.77539062
415,3810.07470703
416,9881.5078125
417,6932.87060547
418,6274.66259766
419,5893.38818359
420,3037.69995117
421,11628.9462891
422,5970.63818359
423,5567.89160156
424,4915.296875
425,5584.16699219
426,6379.71826172
427,8189.50439453
428,6121.94873047
429,4815.16601562
430,4657.22705078
431,4242.24511719
432,3241.35424805
433,6565.31542969
434,17140.375
435,4796.62304688
436,5675.13476562
437,6574.12597656
438,5526.41992188
439,5276.99462891
440,4970.76855469
441,3925.22070312
442,7035.49023438
443,6947.97021484
444,3899.09765625
445,8163.12988281
446,5434.796875
447,4836.54833984
448,8454.20605469
449,7331.20849609
450,9677.09960938
451,5466.28173828
452,6633.90966797
453,4734.65527344
454,5269.97753906
455,15646.8925781
456,10579.7470703
457,6278.9375
458,5596.21240234
459,5038.00683594
460,5675.45410156
461,5208.3203125
462,11458.7011719
463,4948.97265625
464,5277.84033203
465,7181.76953125
466,4541.87451172
467,6378.17871094
468,7129.29931641
469,6573.09130859
470,6609.99023438
471,4176.66308594
472,5212.7734375
473,6557.65527344
474,8408.0
475,8562.66503906
476,6616.29199219
477,4406.06201172
478,7426.53662109
479,6103.18652344
480,4711.88037109
481,6999.60693359
482,7108.96875
483,6415.46435547
484,5916.11376953
485,6289.14501953
486,5717.94580078
487,5650.77392578
488,6898.28662109
489,6095.33837891
490,5684.12255859
491,8918.85546875
492,5710.78369141
493,4621.12597656
494,11831.7441406
495,6068.17822266
496,3455.11889648
497,7690.96289062
498,8272.94238281
499,10174.7841797
500,4920.921875
501,6116.80029297
502,5668.60498047
503,7112.26513672
504,5701.40087891
505,8250.94921875
506,3233.98461914
507,6071.65771484
508,6000.18798828
509,5334.81640625
510,4790.31298828
511,6635.921875
512,7758.25195312
513,6334.37548828
514,7898.11035156
515,6689.40527344
516,8622.82128906
517,4788.40332031
518,6670.95263672
519,6635.03613281
520,7609.87255859
521,7518.73583984
522,5470.17285156
523,8788.63476562
524,6558.45556641
525,7340.59130859
526,3986.72265625
527,4282.97509766
528,7924.54345703
529,5739.99511719
530,8895.6796875
531,6645.8984375
532,5732.74560547
533,8386.19921875
534,6666.18896484
535,6520.53808594
536,7526.7578125
537,5822.65576172
538,8646.01953125
539,10449.6191406
540,5580.64746094
541,5199.59375
542,5593.96533203
543,4015.37036133
544,3222.94042969
545,8153.35644531
546,5175.96533203
547,8171.34814453
548,4367.21044922
549,5812.73925781
550,5863.00488281
551,9943.39550781
552,4992.65576172
553,4930.15869141
554,5723.05859375
555,7263.56201172
556,5364.44824219
557,7120.21337891
558,7777.90820312
559,8885.89355469
560,7402.56982422
561,6884.94970703
562,6052.07421875
563,4699.15527344
564,5069.32568359
565,10113.3857422
566,8987.71679688
567,6856.61230469
568,14440.0664062
569,6014.38134766
570,5158.38427734
571,6060.19042969
572,8429.26269531
573,10708.6357422
574,6549.01660156
575,7998.44384766
576,7531.26757812
577,7825.12158203
578,6529.48779297
579,5790.62597656
580,4833.97460938
581,4874.50830078
582,4029.54443359
583,5177.27392578
584,8119.53662109
585,16664.0234375
586,6564.67675781
587,5035.47021484
588,6729.92236328
589,4072.98144531
590,6051.09326172
591,4489.58642578
592,8846.52929688
593,6191.56640625
594,6086.31005859
595,13398.0390625
596,12132.7792969
597,5980.64697266
598,6568.41601562
599,3964.0871582
600,5399.95849609
