Id,Sales
1,4454.44921875
2,7251.36523438
3,9008.53808594
4,7079.37255859
5,6747.06347656
6,5667.63183594
7,7788.50195312
8,7938.12207031
9,4983.33007812
10,5681.390625
11,7033.24951172
12,7943.7421875
13,6839.11425781
14,8430.93554688
15,5766.28076172
16,4440.29248047
17,5642.40429688
18,9421.92480469
19,10608.5644531
20,9489.32910156
21,7488.92626953
22,5057.11181641
23,6062.80371094
24,4156.88476562
25,7953.27148438
26,10806.3007812
27,8695.72363281
28,5644.29882812
29,5191.04541016
30,4559.15429688
31,5865.05175781
32,10423.0820312
33,6733.83886719
34,5513.20996094
35,5474.16601562
36,7615.54345703
37,3723.11230469
38,7230.34912109
39,4353.85839844
40,6582.02539062
41,6858.03808594
42,5539.18603516
43,7483.47802734
44,6491.61376953
45,4613.36572266
46,6739.44189453
47,7447.48388672
48,11635.7470703
49,6199.53222656
50,8211.78027344
51,7089.04150391
52,9053.35351562
53,6469.09570312
54,9389.56640625
55,4724.70263672
56,5075.22363281
57,6232.34277344
58,6157.83056641
59,8791.30078125
60,7792.03857422
61,5652.56884766
62,7647.48339844
63,6063.01757812
64,10244.4951172
65,3820.45092773
66,12629.6054688
67,5103.15087891
68,5734.85644531
69,8095.03955078
70,5369.28564453
71,6063.02929688
72,6107.74609375
73,7472.79345703
74,5667.08056641
75,5427.72021484
76,7299.95556641
77,7801.09619141
78,7236.68945312
79,5182.04638672
80,7076.8203125
81,10631.2734375
82,6575.42382812
83,4599.60351562
84,7238.51904297
85,5889.04443359
86,6097.44921875
87,6763.8359375
88,4035.44897461
89,8079.47314453
90,6131.38037109
91,7222.74609375
92,6777.93408203
93,4147.16943359
94,6176.43652344
95,5171.40527344
96,7817.87060547
97,8599.35546875
98,5116.54003906
99,4993.06054688
100,6956.19287109
101,5923.61816406
102,5564.05859375
103,7389.09619141
104,6459.1875
105,7515.78173828
106,5576.74707031
107,4428.56298828
108,6590.23583984
109,7868.60546875
110,7772.20556641
111,8463.96875
112,7954.87255859
113,5519.13476562
114,8719.58398438
115,5682.93505859
116,7514.32666016
117,9066.03027344
118,6504.89013672
119,9898.13769531
120,7883.63720703
121,7425.44580078
122,6031.71972656
123,6930.57617188
124,7970.28222656
125,6483.30957031
126,3922.70898438
127,5459.7421875
128,7619.29980469
129,5844.94140625
130,4720.12597656
131,8464.52636719
132,6352.94482422
133,5393.44189453
134,5938.15673828
135,5434.62060547
136,7604.47412109
137,7256.51269531
138,6738.18212891
139,5789.02978516
140,4660.56005859
141,6404.64257812
142,3707.96704102
143,6266.68994141
144,5230.00585938
145,8460.35351562
146,6631.85351562
147,6215.69042969
148,9285.90917969
149,5267.15283203
150,5119.61572266
151,10288.4208984
152,6968.73046875
153,8292.04394531
154,7284.70947266
155,5848.81201172
156,6164.40087891
157,5212.80810547
158,8025.41162109
159,11494.1767578
160,6360.66992188
161,3303.70874023
162,4791.94482422
163,8391.90429688
164,8642.47460938
165,6229.08007812
166,7084.30322266
167,5073.37939453
168,5187.27880859
169,3304.40234375
170,5004.15087891
171,6185.47460938
172,7014.15625
173,6928.68603516
174,6297.97509766
175,7989.43164062
176,9258.95410156
177,7907.60791016
178,5007.02978516
179,8880.32714844
180,10456.8867188
181,6225.67041016
182,7642.07275391
183,5588.23242188
184,6557.59228516
185,4330.5390625
186,6957.40673828
187,5322.50097656
188,8839.890625
189,7219.171875
190,8506.95214844
191,8224.98046875
192,5873.89746094
193,8574.40136719
194,18461.7792969
195,10515.0429688
